BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Status
1,3200,23159.0,89235.5,HomeImp,Mgr,20.0,0.0,2.0,117.81,0.0,9.0,14.350000000000001,Default
1,3300,126541.0,134527.0,HomeImp,Sales,9.0,1.0,0.0,139.0,0.0,36.0,34.82,Default
1,3400,37000.0,52000.0,HomeImp,Office,2.0,0.0,1.0,183.3,0.0,6.0,34.82,Default
1,3600,61584.0,61800.0,HomeImp,ProfExe,10.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,3600,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.03,2.0,4.0,34.82,Default
0,3600,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.73,1.0,28.0,34.82,Good
0,3600,61327.0,76484.0,HomeImp,Mgr,9.0,0.0,2.0,202.51,0.0,25.0,41.52,Good
0,3600,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.47,0.0,14.0,29.39,Good
1,3600,48507.0,61000.0,DebtCon,Office,13.0,1.0,4.0,97.4,0.0,17.0,34.82,Default
0,3600,52337.0,63989.0,HomeImp,Office,20.0,0.0,0.0,204.27,0.0,20.0,20.47,Good
1,3800,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.63,1.0,25.0,34.82,Default
0,3800,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.75,0.0,20.0,20.07,Good
0,3800,11543.0,46045.0,HomeImp,Self,7.0,0.0,0.0,204.65,0.0,11.0,42.17,Good
0,3900,52825.0,63000.0,DebtCon,ProfExe,8.0,0.0,4.0,171.67,1.0,31.0,34.82,Good
0,3900,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.28,0.0,13.0,29.34,Good
1,3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.57,2.0,14.0,34.82,Default
0,4000,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.72,0.0,13.0,29.39,Good
0,4000,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.59,0.0,19.0,21.81,Good
1,4000,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.8,0.0,8.0,41.29,Default
1,4000,17000.0,52012.0,HomeImp,ProfExe,22.0,3.0,1.0,85.33,1.0,9.0,34.82,Default
1,4000,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,34.82,Default
0,4000,64240.0,63990.0,HomeImp,Sales,5.0,2.0,0.0,160.3,1.0,23.0,34.82,Good
1,4000,74000.0,93000.0,HomeImp,ProfExe,2.6,1.0,3.0,186.63,1.0,9.0,34.82,Default
0,4000,67625.0,80698.0,HomeImp,Mgr,11.0,0.0,1.0,212.35,0.0,25.0,39.13,Good
0,4000,67533.0,71865.0,HomeImp,Mgr,10.0,0.0,2.0,227.79,0.0,25.0,39.17,Good
0,4100,57992.0,63797.0,DebtCon,ProfExe,7.0,0.0,4.0,165.51,1.0,31.0,22.28,Good
0,4200,56544.0,59218.0,HomeImp,Office,19.0,0.0,0.0,211.0,1.0,20.0,19.03,Good
0,4200,67700.0,77000.0,DebtCon,Sales,4.0,0.0,0.0,128.83,0.0,31.0,34.82,Good
0,4200,50216.0,58541.0,HomeImp,Office,19.0,0.0,0.0,209.87,0.0,19.0,20.21,Good
0,4300,71206.0,78698.0,DebtCon,Sales,3.0,0.0,0.0,129.93,0.0,31.0,34.18,Good
0,4400,53969.0,63869.0,DebtCon,ProfExe,7.0,0.0,3.0,162.39,0.0,30.0,23.58,Good
1,4400,53091.0,64074.0,DebtCon,Office,14.0,1.0,3.0,89.86,0.0,17.0,39.16,Default
1,4500,34184.0,46000.0,HomeImp,Mgr,3.5,0.0,1.0,122.6,2.0,22.0,34.82,Default
1,4500,66517.0,87000.0,DebtCon,ProfExe,10.0,0.0,4.0,125.8,0.0,34.0,34.82,Default
1,4500,118000.0,146870.0,HomeImp,ProfExe,4.5,2.0,0.0,203.87,1.0,20.0,34.82,Default
1,4700,49100.0,58238.0,HomeImp,ProfExe,0.1,0.0,0.0,61.8,2.0,17.0,34.82,Default
0,4700,88026.0,115506.0,HomeImp,ProfExe,6.0,0.0,0.0,182.25,0.0,27.0,29.21,Good
1,4700,26900.0,45000.0,HomeImp,ProfExe,9.0,1.0,2.0,90.47,1.0,16.0,34.82,Default
0,4800,56067.0,63102.0,DebtCon,ProfExe,9.0,0.0,3.0,160.15,1.0,30.0,21.58,Good
0,4800,80482.0,88342.0,HomeImp,ProfExe,7.0,0.0,0.0,275.03,0.0,11.0,43.72,Good
0,4900,58688.0,63348.0,DebtCon,ProfExe,9.0,0.0,3.0,179.16,2.0,31.0,22.54,Good
0,4900,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,131.93,0.0,22.0,34.82,Good
0,4900,57461.0,68494.0,DebtCon,ProfExe,8.0,0.0,4.0,183.64,0.0,30.0,22.8,Good
0,5000,12457.0,53448.0,HomeImp,Self,7.0,0.0,0.0,207.14,0.0,12.0,44.11,Good
0,5000,90059.0,113714.0,HomeImp,ProfExe,7.0,0.0,0.0,193.64,0.0,28.0,25.9,Good
1,5000,40000.0,70500.0,HomeImp,Mgr,0.4,0.0,0.0,61.77,2.0,8.0,34.82,Default
1,5000,100882.0,102700.0,HomeImp,Mgr,5.0,0.0,1.0,58.87,0.0,16.0,34.82,Default
1,5000,31000.0,47350.0,HomeImp,ProfExe,12.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,5000,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,34.82,Default
1,5000,100000.0,129693.5,HomeImp,Mgr,13.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,5000,123000.0,157500.0,HomeImp,Mgr,9.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,5000,6000.0,38575.0,HomeImp,Self,7.0,0.0,1.0,335.03,3.0,42.0,34.82,Default
0,5000,72517.0,86250.0,DebtCon,Mgr,19.0,0.0,1.0,300.37,1.0,24.0,34.82,Good
0,5000,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.63,0.0,13.0,34.82,Good
0,5000,39000.0,50340.0,HomeImp,Office,10.0,0.0,0.4494423791821561,179.83,1.0,19.0,34.82,Good
0,5000,74225.0,89640.0,DebtCon,ProfExe,0.3,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Good
0,5000,65019.0,65400.0,HomeImp,Office,1.5,0.0,0.0,51.77,0.0,4.0,34.82,Good
0,5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0.0,0.0,51.77,3.0,14.0,34.82,Good
0,5000,59900.0,80800.0,DebtCon,ProfExe,15.0,0.0,0.0,219.13,1.0,18.0,34.82,Good
1,5000,10171.0,26809.0,HomeImp,Office,13.0,3.0,6.0,228.3,0.0,24.0,34.82,Default
1,5000,78893.0,82600.0,HomeImp,Mgr,16.0,0.0,0.0,133.9,1.0,34.0,34.82,Default
1,5000,85165.0,107940.0,HomeImp,Mgr,6.0,5.0,3.0,122.77,5.0,28.0,34.82,Default
1,5000,68000.0,75616.0,DebtCon,ProfExe,0.1,0.0,0.0,131.87,0.0,30.0,34.82,Default
1,5000,71571.0,85100.0,DebtCon,ProfExe,1.4,0.0,1.0,82.13,0.0,13.0,34.82,Default
1,5000,81748.0,89235.5,DebtCon,ProfExe,14.0,1.0,2.0,144.07,2.0,17.0,34.82,Default
0,5000,44674.0,59375.0,HomeImp,Office,10.0,0.0,0.4494423791821561,178.69,1.0,19.0,26.45,Good
0,5100,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,127.5,0.0,22.0,40.31,Good
0,5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.96,1.0,28.0,26.26,Good
0,5100,87258.0,121382.0,HomeImp,ProfExe,6.0,0.0,0.0,181.66,0.0,28.0,25.44,Good
1,5100,129319.0,141875.0,HomeImp,Sales,7.0,1.0,0.0,157.86,0.0,36.0,25.65,Default
0,5200,43039.0,53521.0,HomeImp,Office,11.0,0.0,0.4494423791821561,184.3,1.0,19.0,24.41,Good
0,5200,91250.0,110000.0,HomeImp,Office,24.0,0.0,0.0,123.77,1.0,12.0,34.82,Good
0,5200,16324.0,45187.0,HomeImp,Self,7.0,0.0,0.0,221.12,0.0,11.0,42.71,Good
0,5300,66987.0,65111.0,HomeImp,Sales,4.0,1.0,0.0,175.33,1.0,22.0,40.44,Good
0,5300,44993.0,50673.0,HomeImp,Office,7.0,0.0,0.4494423791821561,184.74,1.0,18.0,27.91,Good
1,5300,51000.0,64000.0,HomeImp,Mgr,10.0,1.0,0.0,98.33,0.0,12.0,34.82,Default
0,5300,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.93,1.0,11.0,35.84,Good
0,5300,60826.0,80826.0,HomeImp,Mgr,10.0,0.0,1.0,212.89,0.0,25.0,38.59,Good
0,5300,83552.0,96809.0,DebtCon,ProfExe,0.0,0.0,0.4494423791821561,173.47,1.0,20.0,28.42,Good
0,5300,47449.0,63895.0,HomeImp,Office,19.0,0.0,0.0,208.16,0.0,20.0,19.76,Good
0,5300,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.24,0.0,20.0,19.35,Good
0,5400,65019.0,65474.0,HomeImp,Office,1.0,0.0,0.0,40.71,0.0,4.0,37.85,Good
0,5400,47844.0,52040.0,HomeImp,Office,8.0,0.0,0.4494423791821561,189.03,1.0,18.0,24.7,Good
1,5400,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,34.82,Default
1,5400,59720.0,63450.0,HomeImp,ProfExe,5.0,0.0,1.0,199.9,1.0,20.0,34.82,Default
0,5400,86922.0,119846.0,HomeImp,ProfExe,5.0,0.0,0.0,185.08,1.0,28.0,26.35,Good
0,5400,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63,0.0,30.0,32.05,Good
1,5400,78300.0,88000.0,HomeImp,ProfExe,8.0,0.0,0.0,102.5,3.0,19.0,34.82,Default
0,5500,87765.0,101053.0,DebtCon,ProfExe,22.0,0.0,0.0,55.56,2.0,13.0,31.38,Good
0,5500,52897.0,65054.0,HomeImp,Office,20.0,0.0,0.0,189.3,0.0,19.0,20.65,Good
1,5500,65019.0,13770.0,HomeImp,Mgr,5.0,0.0,1.0,167.37,1.0,8.0,34.82,Default
0,5500,93051.0,115374.0,HomeImp,ProfExe,6.0,0.0,0.0,187.02,1.0,27.0,27.65,Good
0,5500,87438.0,116679.0,HomeImp,ProfExe,6.0,0.0,0.0,186.42,1.0,27.0,28.42,Good
0,5500,72147.0,69918.0,HomeImp,Sales,4.0,2.0,0.0,158.53,0.0,23.0,43.4,Good
1,5500,37368.0,48502.0,HomeImp,Mgr,9.0,0.0,2.0,49.0,0.0,10.0,33.13,Default
0,5500,65019.0,66251.0,HomeImp,Office,1.0,0.0,0.0,43.72,0.0,3.0,41.45,Good
0,5500,71644.0,72696.0,HomeImp,Sales,4.0,2.0,0.0,150.87,0.0,22.0,40.44,Good
1,5500,85845.0,122205.0,DebtCon,ProfExe,5.0,0.0,0.0,172.21,1.0,26.0,32.68,Default
0,5600,53793.0,66379.0,HomeImp,Office,22.0,0.0,0.0,206.1,0.0,19.0,18.37,Good
0,5600,69435.0,83489.0,DebtCon,ProfExe,14.0,0.0,0.0,200.42,1.0,17.0,22.84,Good
0,5600,29648.0,39907.0,HomeImp,ProfExe,11.0,0.0,0.0,180.56,0.0,13.0,21.55,Good
0,5600,41439.0,53893.0,HomeImp,Office,8.0,0.0,0.4494423791821561,181.32,1.0,19.0,24.65,Good
0,5600,15275.0,47954.0,HomeImp,Self,7.0,0.0,0.0,204.34,0.0,12.0,42.4,Good
0,5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.5,0.0,12.0,38.75,Good
0,5700,49514.0,58249.0,HomeImp,Office,21.0,0.0,0.0,212.54,0.0,21.0,21.26,Good
0,5700,28127.0,36524.0,HomeImp,ProfExe,10.0,0.0,0.0,181.28,0.0,13.0,24.34,Good
0,5700,65019.0,68591.0,HomeImp,Office,0.0,0.0,0.0,69.65,0.0,4.0,41.19,Good
1,5700,70000.0,84579.0,DebtCon,Sales,0.1,0.0,0.0,95.9,1.0,17.0,34.82,Default
1,5700,58400.0,75000.0,HomeImp,ProfExe,4.0,0.0,0.0,177.5,2.0,26.0,34.82,Default
1,5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0.0,0.0,104.4,0.0,14.0,34.82,Default
1,5700,77213.0,92661.0,DebtCon,Sales,0.0,0.0,0.0,97.13,1.0,16.0,41.78,Default
1,5700,74172.0,79846.0,DebtCon,ProfExe,0.0,0.0,0.0,157.01,0.0,28.0,47.42,Default
0,5700,65019.0,69172.0,HomeImp,Office,1.0,0.0,0.0,48.85,0.0,3.0,38.77,Good
0,5800,75000.0,90543.0,DebtCon,Mgr,18.0,0.0,0.0,300.49,1.0,23.0,38.94,Good
0,5800,79296.0,86885.0,DebtCon,Mgr,19.0,0.0,1.0,307.97,1.0,23.0,39.96,Good
1,5800,27791.0,46833.0,DebtCon,Mgr,3.0,0.0,0.0,83.29,1.0,13.0,30.19,Default
0,5800,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,126.4,0.0,21.0,43.21,Good
0,5800,65019.0,73804.0,HomeImp,Office,1.0,0.0,0.0,71.77,0.0,4.0,41.29,Good
1,5900,65019.0,28000.0,DebtCon,Self,1.0,2.0,1.0,36.77,1.0,8.0,34.82,Default
0,5900,82912.0,91175.0,DebtCon,ProfExe,2.0,0.0,0.4494423791821561,173.47,1.0,20.0,27.6,Good
1,5900,106650.0,89235.5,DebtCon,Mgr,1.0,0.0,6.0,250.57,4.0,23.0,34.82,Default
0,6000,95232.0,115977.0,HomeImp,Office,22.0,0.0,0.0,149.02,1.0,12.0,37.95,Good
1,6000,47625.0,85925.0,HomeImp,Office,0.1,2.0,1.0,154.13,4.0,26.0,34.82,Default
1,6000,65019.0,89235.5,HomeImp,Office,13.0,0.0,2.0,122.77,1.0,23.0,34.82,Default
0,6000,51000.0,86125.0,HomeImp,ProfExe,6.0,0.0,0.0,222.17,2.0,24.0,34.82,Good
0,6000,53227.0,68700.0,HomeImp,Mgr,3.0,0.0,2.0,122.73,0.0,23.0,34.82,Good
0,6000,14000.0,61493.0,HomeImp,Office,23.0,0.0,0.0,321.63,1.0,13.0,34.82,Good
1,6000,40000.0,54600.0,HomeImp,ProfExe,4.0,0.0,4.0,101.4,0.0,19.0,34.82,Default
1,6000,18793.0,27750.0,HomeImp,Mgr,6.0,0.0,3.0,119.7,0.0,8.0,34.82,Default
1,6000,159306.0,200000.0,DebtCon,ProfExe,5.0,6.0,0.0,90.3,5.0,29.0,34.82,Default
1,6000,65019.0,95500.0,HomeImp,Mgr,6.0,1.0,2.0,129.9,1.0,22.0,34.82,Default
0,6000,129731.0,154113.0,HomeImp,ProfExe,12.0,0.0,0.0,213.53,0.0,19.0,34.82,Good
0,6100,48500.0,62500.0,DebtCon,Mgr,7.0,0.0,4.0,111.3,2.0,11.0,34.82,Good
0,6100,91704.0,114799.0,HomeImp,Office,22.0,0.0,0.0,129.25,1.0,12.0,36.75,Good
0,6100,48300.0,53388.0,HomeImp,Office,9.0,0.0,0.4494423791821561,178.49,1.0,19.0,26.72,Good
0,6100,68743.0,65321.0,HomeImp,Sales,3.0,1.0,0.0,153.07,0.0,22.0,40.15,Good
0,6100,78753.0,95433.0,DebtCon,ProfExe,0.0,0.0,0.4494423791821561,173.47,1.0,20.0,28.93,Good
0,6100,77265.0,97944.0,DebtCon,ProfExe,0.0,0.0,0.4494423791821561,173.47,1.0,20.0,28.88,Good
0,6200,75657.0,84368.0,DebtCon,Sales,4.0,0.0,0.0,122.24,0.0,30.0,32.55,Good
0,6200,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,135.11,0.0,22.0,39.78,Good
0,6200,60354.0,87596.0,HomeImp,ProfExe,5.0,0.0,0.0,210.17,2.0,23.0,34.05,Good
1,6200,65019.0,89235.5,DebtCon,Self,3.0,0.0,0.4494423791821561,80.5,2.0,17.0,34.82,Default
0,6200,70793.0,71552.0,HomeImp,Sales,3.0,2.0,0.0,162.95,0.0,23.0,40.32,Good
0,6200,75121.0,96462.0,DebtCon,ProfExe,0.0,0.0,0.4494423791821561,173.47,1.0,20.0,27.17,Good
0,6200,133882.0,155222.0,HomeImp,ProfExe,9.0,0.0,0.0,212.54,0.0,19.0,20.62,Good
0,6300,99469.0,116260.0,HomeImp,Office,23.0,0.0,0.0,124.75,1.0,12.0,35.64,Good
0,6300,55000.0,69000.0,DebtCon,ProfExe,13.0,0.0,0.0,130.07,0.0,20.0,34.82,Good
0,6300,65019.0,72890.0,HomeImp,Office,1.0,0.0,0.0,41.25,0.0,3.0,39.2,Good
1,6300,59793.0,98314.0,DebtCon,Self,2.2,0.0,0.0,120.73,0.0,8.0,34.82,Default
1,6300,65875.0,76000.0,DebtCon,Mgr,0.8,2.0,0.0,84.0,1.0,12.0,34.82,Default
0,6300,92659.0,117352.0,HomeImp,ProfExe,6.0,0.0,0.0,199.01,0.0,27.0,26.52,Good
0,6300,58052.0,70091.0,DebtCon,ProfExe,9.0,0.0,4.0,153.78,1.0,30.0,21.72,Good
0,6300,49498.0,64296.0,DebtCon,Mgr,6.0,0.0,4.0,111.21,1.0,10.0,38.58,Good
0,6300,79667.0,96988.0,DebtCon,ProfExe,1.0,0.0,0.4494423791821561,173.47,1.0,20.0,29.84,Good
1,6300,12476.0,32559.0,HomeImp,Office,12.0,3.0,6.0,227.13,0.0,23.0,23.32,Default
0,6300,69357.0,73726.0,HomeImp,Sales,3.0,2.0,0.0,163.28,1.0,22.0,42.41,Good
0,6400,53476.0,70157.0,DebtCon,ProfExe,7.0,0.0,3.0,164.32,1.0,30.0,21.14,Good
0,6400,81116.0,86148.0,HomeImp,ProfExe,8.0,0.0,0.0,262.18,0.0,11.0,42.07,Good
0,6400,17491.0,63614.0,HomeImp,Office,23.0,0.0,0.0,325.3,0.0,12.0,40.24,Good
0,6400,65215.0,74332.0,HomeImp,Mgr,9.0,0.0,1.0,213.83,0.0,24.0,40.64,Good
0,6400,62746.0,75016.0,DebtCon,ProfExe,12.0,0.0,0.0,133.1,0.0,20.0,40.19,Good
0,6400,70035.0,78635.0,DebtCon,Sales,3.0,0.0,0.0,147.08,0.0,31.0,31.21,Good
0,6400,39687.0,51666.0,HomeImp,Office,9.0,0.0,0.4494423791821561,177.59,1.0,19.0,26.12,Good
0,6400,9113.0,46351.0,HomeImp,Self,7.0,0.0,0.0,202.25,0.0,11.0,45.11,Good
0,6400,57887.0,74776.0,HomeImp,Mgr,3.0,0.0,1.0,126.33,0.0,22.0,28.76,Good
0,6500,47949.0,53102.0,HomeImp,Office,9.0,0.0,0.4494423791821561,180.84,1.0,19.0,27.84,Good
0,6500,80739.0,97630.0,DebtCon,ProfExe,1.0,0.0,0.4494423791821561,173.47,1.0,20.0,30.53,Good
0,6500,63144.0,76754.0,HomeImp,Mgr,2.0,0.0,2.0,129.08,0.0,23.0,29.06,Good
0,6500,33639.0,37345.0,HomeImp,ProfExe,11.0,0.0,0.0,191.08,0.0,13.0,24.23,Good
0,6500,78741.0,90599.0,DebtCon,ProfExe,0.0,0.0,0.4494423791821561,173.47,1.0,20.0,29.2,Good
0,6500,22789.0,35836.0,HomeImp,Office,1.0,0.0,0.0,110.57,2.0,30.0,34.82,Good
0,6500,75113.0,115900.0,HomeImp,Office,28.0,0.0,0.0,332.73,2.0,38.0,34.82,Good
0,6500,55000.0,88300.0,HomeImp,Office,28.0,0.0,0.0,234.4,1.0,17.0,34.82,Good
0,6500,60000.0,70000.0,DebtCon,ProfExe,9.0,0.0,0.0,54.77,2.0,24.0,34.82,Good
0,6500,70300.0,107500.0,DebtCon,Office,1.0,0.0,0.0,242.47,1.0,38.0,34.82,Good
1,6500,96314.0,105800.0,HomeImp,ProfExe,27.0,0.0,0.0,406.23,2.0,40.0,34.82,Default
0,6500,81145.0,117530.0,HomeImp,Office,28.0,0.0,0.0,327.2,1.0,38.0,34.35,Good
1,6500,159306.0,200447.375,DebtCon,ProfExe,4.0,6.0,0.0,86.45,5.0,29.0,53.79,Default
0,6600,62380.0,89742.0,HomeImp,Office,28.0,0.0,0.0,232.53,0.0,16.0,26.16,Good
0,6600,40926.0,50486.0,HomeImp,Office,10.0,0.0,0.4494423791821561,179.8,1.0,19.0,27.53,Good
0,6600,95450.0,112630.0,HomeImp,Office,23.0,0.0,0.0,122.82,0.0,12.0,36.77,Good
1,6700,60301.0,70543.0,HomeImp,ProfExe,5.0,0.0,0.0,195.78,0.0,19.0,32.4,Default
0,6700,58741.0,68225.0,DebtCon,ProfExe,9.0,0.0,3.0,173.57,1.0,31.0,23.59,Good
0,6700,51855.0,58084.0,HomeImp,Office,21.0,0.0,0.0,193.75,0.0,19.0,19.55,Good
0,6700,29662.0,36195.0,HomeImp,Office,1.0,0.0,0.0,112.14,1.0,30.0,38.53,Good
0,6700,66587.0,70710.0,DebtCon,ProfExe,9.0,1.0,0.0,43.92,1.0,24.0,39.74,Good
1,6700,65019.0,20631.0,HomeImp,Mgr,4.0,0.0,0.0,174.72,1.0,8.0,53.79,Default
0,6700,54161.0,59714.0,HomeImp,Office,20.0,0.0,0.0,209.21,0.0,20.0,20.2,Good
0,6700,134616.0,155034.0,HomeImp,ProfExe,13.0,1.0,0.0,215.42,0.0,19.0,19.49,Good
0,6800,136951.0,160306.0,HomeImp,ProfExe,11.0,0.0,0.0,219.74,1.0,18.0,20.89,Good
0,6800,138691.0,160063.0,HomeImp,ProfExe,12.0,0.0,0.0,208.42,0.0,19.0,19.33,Good
0,6800,49809.0,65074.0,DebtCon,Mgr,7.0,0.0,4.0,116.63,3.0,10.0,39.22,Good
0,6800,139578.0,154602.0,HomeImp,ProfExe,12.0,0.0,0.0,201.96,0.0,18.0,22.33,Good
0,6800,57439.0,74816.0,HomeImp,Mgr,2.0,0.0,2.0,126.3,0.0,22.0,27.12,Good
1,6800,31000.0,42000.0,DebtCon,Mgr,3.5,1.0,0.0,106.27,2.0,26.0,34.82,Default
0,6800,45150.0,57150.0,DebtCon,Office,4.0,0.0,1.0,94.33,3.0,12.0,34.82,Good
0,6800,56155.0,57912.0,HomeImp,Office,21.0,0.0,0.0,206.31,0.0,20.0,21.8,Good
1,6800,65019.0,27410.0,HomeImp,Mgr,6.0,1.0,0.0,2.03,1.0,5.0,34.82,Default
0,6800,159306.0,200447.375,DebtCon,Sales,7.0,0.0,0.0,127.23,0.0,22.0,42.08,Good
0,6800,65019.0,72310.0,HomeImp,Office,1.0,0.0,0.0,48.82,0.0,3.0,40.79,Good
0,6800,75964.0,88754.0,DebtCon,Mgr,19.0,0.0,1.0,298.7,0.0,23.0,39.11,Good
0,6900,75880.0,113612.0,DebtCon,Office,1.0,0.0,0.0,230.81,1.0,38.0,17.97,Good
1,6900,53328.0,58088.0,DebtCon,Sales,2.0,0.0,0.0,101.53,0.0,21.0,35.76,Default
1,6900,5816.0,89235.5,HomeImp,Mgr,23.0,0.0,2.0,67.8,1.0,18.0,34.82,Default
1,6900,37055.0,83000.0,HomeImp,Sales,1.0,0.0,0.0,122.27,2.0,42.5,34.82,Default
0,6900,97662.0,110046.0,HomeImp,Office,24.0,0.0,0.0,111.12,0.0,11.0,37.25,Good
0,6900,50387.0,68443.0,DebtCon,Mgr,7.0,0.0,3.0,105.83,2.0,10.0,40.72,Good
0,6900,49932.0,66042.0,HomeImp,Office,20.0,0.0,0.0,204.48,0.0,19.0,21.86,Good
0,7000,73873.0,111781.0,DebtCon,Office,0.0,0.0,0.0,231.8,0.0,38.0,19.27,Good
0,7000,58128.0,93740.0,HomeImp,ProfExe,5.0,0.0,0.0,213.36,2.0,24.0,34.48,Good
0,7000,52287.0,87972.0,HomeImp,ProfExe,7.0,0.0,0.0,211.28,1.0,24.0,33.46,Good
0,7000,58339.0,72432.0,HomeImp,Mgr,10.0,0.0,1.0,197.34,0.0,24.0,39.84,Good
0,7000,46238.0,66842.0,DebtCon,Office,4.0,0.0,0.0,90.38,3.0,11.0,36.31,Good
1,7000,27290.0,63500.0,HomeImp,Office,6.0,0.0,0.4494423791821561,173.47,1.0,20.0,34.82,Default
1,7000,18000.0,46520.0,HomeImp,Office,17.0,0.0,1.0,183.1,0.0,23.0,34.82,Default
1,7000,46000.0,66660.0,DebtCon,Office,1.0,0.0,1.0,138.23,0.0,9.0,34.82,Default
1,7000,53194.0,81150.0,HomeImp,ProfExe,14.0,7.0,0.0,183.63,2.0,28.0,34.82,Default
